topic_cluster,source_concept,search_intent,locale,current_primary_term,recommended_primary_term,accepted_alternatives,terms_to_avoid,official_source,SERP_evidence,GSC_evidence,confidence,notes
Ylikuumeneminen ja lämpötila,phone overheating and temperature,"Problem-solving: explain heat, measure temperature, and cool safely",de-DE,Überhitzung; Smartphone wird heiß,Überhitzung; Smartphone wird heiß,phone gets hot; excessive heat; temperature check,unexplained English marketing terminology or invented compounds,https://support.google.com/pixelphone/answer/15679416?hl=de; https://source.android.com/docs/core/power/thermal-mitigation,"Query: Deutschland Android Smartphone überhitzt thermische Drosselung Hardware testen Diagnose-App (de-DE/Germany, 2026-07-15). Official Pixel uses Überhitzung/thermische Diagnose; the technical term thermische Drosselung remains precise. https://support.google.com/pixelphone/answer/15679416?hl=de",Not available. No Search Console export or API result was found in the project/reports on 2026-07-15.,MEDIUM,"Important source IDs: 52-63. Potential overlap: 53 vs 54 vs 58-59. Current term is corpus/title evidence, not a search-volume claim."
Ylikuumeneminen ja lämpötila,phone overheating and temperature,"Problem-solving: explain heat, measure temperature, and cool safely",fr-FR,surchauffe; téléphone qui chauffe,surchauffe; téléphone qui chauffe,phone gets hot; excessive heat; temperature check,Canadian-French regional wording or unexplained English head terms,https://support.google.com/pixelphone/answer/15679416?hl=fr; https://source.android.com/docs/core/power/thermal-mitigation,"Query: France Android téléphone surchauffe bridage thermique test matériel application diagnostic (fr-FR/France, 2026-07-15). Editorial/app titles repeat surchauffe and bridage thermique; official/local manufacturer pages use diagnostic. https://www.frandroid.com/produits-android/smartphone/2853559_votre-smartphone-rame-subitement-en-jeu-on-vous-explique-le-throttling-et-pourquoi-ce-nest-pas-toujours-une-mauvaise-nouvelle",Not available. No Search Console export or API result was found in the project/reports on 2026-07-15.,MEDIUM,"Important source IDs: 52-63. Potential overlap: 53 vs 54 vs 58-59. Current term is corpus/title evidence, not a search-volume claim."
Ylikuumeneminen ja lämpötila,phone overheating and temperature,"Problem-solving: explain heat, measure temperature, and cool safely",es-ES,sobrecalentamiento; el móvil se calienta,sobrecalentamiento; el móvil se calienta,phone gets hot; excessive heat; temperature check,Latin American celular/computadora; unexplained English head terms,https://support.google.com/pixelphone/answer/15679416?hl=es; https://source.android.com/docs/core/power/thermal-mitigation,"Query: España Android móvil se sobrecalienta limitación térmica probar hardware aplicación diagnóstico (es-ES/Spain, 2026-07-15). Official Xiaomi/Pixel use se sobrecalienta, temperatura and diagnóstico térmico. https://www.mi.com/es/support/faq/details/KA-07984/; https://support.google.com/pixelphone/answer/15679416?hl=es",Not available. No Search Console export or API result was found in the project/reports on 2026-07-15.,MEDIUM,"Important source IDs: 52-63. Potential overlap: 53 vs 54 vs 58-59. Current term is corpus/title evidence, not a search-volume claim."
Ylikuumeneminen ja lämpötila,phone overheating and temperature,"Problem-solving: explain heat, measure temperature, and cool safely",it-IT,surriscaldamento; smartphone che si surriscalda,surriscaldamento; smartphone che si surriscalda,phone gets hot; excessive heat; temperature check,Spanish/other-market wording; unexplained English head terms,https://support.google.com/pixelphone/answer/15679416?hl=it; https://source.android.com/docs/core/power/thermal-mitigation,"Query: Italia Android smartphone si surriscalda thermal throttling test hardware app diagnostica (it-IT/Italy, 2026-07-15). Current editorial titles use surriscaldamento, test hardware, app di diagnostica and Thermal Throttling with explanation. https://www.repubblica.it/tecnologia/dossier/tutorial/2026/04/15/news/cosa_fare_quando_lo_smartphone_si_surriscalda_possibili_cause_e_soluzioni-425284950/; https://www.navigaweb.net/2016/03/app-android-per-test-e-verifica-hardware.html",Not available. No Search Console export or API result was found in the project/reports on 2026-07-15.,MEDIUM,"Important source IDs: 52-63. Potential overlap: 53 vs 54 vs 58-59. Current term is corpus/title evidence, not a search-volume claim."
Thermal throttling,thermal throttling,Informational/problem-solving: explain heat-driven performance limiting,fi-FI,lämpötilasta johtuva suorituskyvyn rajoittaminen,lämpötilasta johtuva suorituskyvyn rajoittaminen,retain 'thermal throttling' once with a natural local explanation where the English technical term is useful,untranslated English except protected terms; Swedish/other-market variants,https://support.google.com/pixelphone/answer/15679416?hl=fi; https://source.android.com/docs/core/power/thermal-mitigation,"Query: Suomi Android puhelin ylikuumenee thermal throttling laitteistotesti diagnostiikkasovellus (fi-FI/Finland, 2026-07-15). Results consistently used kuumenee/ylikuumeneminen; no stable Finnish consumer head term for thermal throttling, so explanation-first wording remains safer. https://fi.androidguias.com/Androidin-ylikuumeneminen%3A-syyt--kuinka-havaita-se-ja-kuinka-j%C3%A4%C3%A4hdytt%C3%A4%C3%A4-se-turvallisesti/",Not available. No Search Console export or API result was found in the project/reports on 2026-07-15.,MEDIUM,"Important source IDs: 56, 62, 64, 89. Potential overlap: 53 vs 56 vs 64. Current term is corpus/title evidence, not a search-volume claim."
Thermal throttling,thermal throttling,Informational/problem-solving: explain heat-driven performance limiting,sv-SE,termisk strypning,termisk strypning,retain 'thermal throttling' once with a natural local explanation where the English technical term is useful,untranslated English except protected terms; Finland-Swedish administrative wording,https://support.google.com/pixelphone/answer/15679416?hl=sv; https://source.android.com/docs/core/power/thermal-mitigation,"Query: Ruotsi Android telefon överhettas termisk strypning hårdvarutest diagnostikapp (sv-SE/Sweden, 2026-07-15). Results were sparse and partly app-store noise; no volume or dominance claim is made. Official/local corpus terminology supports överhettning and explanation-first termisk strypning.",Not available. No Search Console export or API result was found in the project/reports on 2026-07-15.,LOW,"Important source IDs: 56, 62, 64, 89. Potential overlap: 53 vs 56 vs 64. Current term is corpus/title evidence, not a search-volume claim."
Thermal throttling,thermal throttling,Informational/problem-solving: explain heat-driven performance limiting,nb-NO,termisk struping,termisk struping,retain 'thermal throttling' once with a natural local explanation where the English technical term is useful,Danish or Nynorsk wording; untranslated English except protected terms,https://support.google.com/pixelphone/answer/15679416?hl=no; https://source.android.com/docs/core/power/thermal-mitigation,"Query: Norge Android telefon overopphetes termisk struping maskinvaretest diagnoseapp (nb-NO/Norway, 2026-07-15). Results were sparse/app-store-heavy; no dominance claim. Profile wording remains MEDIUM/LOW for thermal throttling.",Not available. No Search Console export or API result was found in the project/reports on 2026-07-15.,LOW,"Important source IDs: 56, 62, 64, 89. Potential overlap: 53 vs 56 vs 64. Current term is corpus/title evidence, not a search-volume claim."
Thermal throttling,thermal throttling,Informational/problem-solving: explain heat-driven performance limiting,da-DK,termisk begrænsning,termisk begrænsning,retain 'thermal throttling' once with a natural local explanation where the English technical term is useful,Norwegian/Swedish wording; untranslated English except protected terms,https://support.google.com/pixelphone/answer/15679416?hl=da; https://source.android.com/docs/core/power/thermal-mitigation,"Query: Danmark Android telefon overophedet termisk begrænsning hardwaretest diagnoseapp (da-DK/Denmark, 2026-07-15). Results were sparse; official Pixel uses temperatur/termiske diagnosticeringssignaler, supporting explanation-first terminology. https://support.google.com/pixelphone/answer/15679416?hl=da",Not available. No Search Console export or API result was found in the project/reports on 2026-07-15.,LOW,"Important source IDs: 56, 62, 64, 89. Potential overlap: 53 vs 56 vs 64. Current term is corpus/title evidence, not a search-volume claim."
Thermal throttling,thermal throttling,Informational/problem-solving: explain heat-driven performance limiting,de-DE,thermische Drosselung,thermische Drosselung,retain 'thermal throttling' once with a natural local explanation where the English technical term is useful,unexplained English marketing terminology or invented compounds,https://support.google.com/pixelphone/answer/15679416?hl=de; https://source.android.com/docs/core/power/thermal-mitigation,"Query: Deutschland Android Smartphone überhitzt thermische Drosselung Hardware testen Diagnose-App (de-DE/Germany, 2026-07-15). Official Pixel uses Überhitzung/thermische Diagnose; the technical term thermische Drosselung remains precise. https://support.google.com/pixelphone/answer/15679416?hl=de",Not available. No Search Console export or API result was found in the project/reports on 2026-07-15.,MEDIUM,"Important source IDs: 56, 62, 64, 89. Potential overlap: 53 vs 56 vs 64. Current term is corpus/title evidence, not a search-volume claim."
Thermal throttling,thermal throttling,Informational/problem-solving: explain heat-driven performance limiting,fr-FR,bridage thermique,bridage thermique,retain 'thermal throttling' once with a natural local explanation where the English technical term is useful,Canadian-French regional wording or unexplained English head terms,https://support.google.com/pixelphone/answer/15679416?hl=fr; https://source.android.com/docs/core/power/thermal-mitigation,"Query: France Android téléphone surchauffe bridage thermique test matériel application diagnostic (fr-FR/France, 2026-07-15). Editorial/app titles repeat surchauffe and bridage thermique; official/local manufacturer pages use diagnostic. https://www.frandroid.com/produits-android/smartphone/2853559_votre-smartphone-rame-subitement-en-jeu-on-vous-explique-le-throttling-et-pourquoi-ce-nest-pas-toujours-une-mauvaise-nouvelle",Not available. No Search Console export or API result was found in the project/reports on 2026-07-15.,MEDIUM,"Important source IDs: 56, 62, 64, 89. Potential overlap: 53 vs 56 vs 64. Current term is corpus/title evidence, not a search-volume claim."
Thermal throttling,thermal throttling,Informational/problem-solving: explain heat-driven performance limiting,es-ES,limitación térmica,limitación térmica,retain 'thermal throttling' once with a natural local explanation where the English technical term is useful,Latin American celular/computadora; unexplained English head terms,https://support.google.com/pixelphone/answer/15679416?hl=es; https://source.android.com/docs/core/power/thermal-mitigation,"Query: España Android móvil se sobrecalienta limitación térmica probar hardware aplicación diagnóstico (es-ES/Spain, 2026-07-15). Official Xiaomi/Pixel use se sobrecalienta, temperatura and diagnóstico térmico. https://www.mi.com/es/support/faq/details/KA-07984/; https://support.google.com/pixelphone/answer/15679416?hl=es",Not available. No Search Console export or API result was found in the project/reports on 2026-07-15.,MEDIUM,"Important source IDs: 56, 62, 64, 89. Potential overlap: 53 vs 56 vs 64. Current term is corpus/title evidence, not a search-volume claim."
Thermal throttling,thermal throttling,Informational/problem-solving: explain heat-driven performance limiting,it-IT,thermal throttling con spiegazione,thermal throttling con spiegazione,retain 'thermal throttling' once with a natural local explanation where the English technical term is useful,Spanish/other-market wording; unexplained English head terms,https://support.google.com/pixelphone/answer/15679416?hl=it; https://source.android.com/docs/core/power/thermal-mitigation,"Query: Italia Android smartphone si surriscalda thermal throttling test hardware app diagnostica (it-IT/Italy, 2026-07-15). Current editorial titles use surriscaldamento, test hardware, app di diagnostica and Thermal Throttling with explanation. https://www.repubblica.it/tecnologia/dossier/tutorial/2026/04/15/news/cosa_fare_quando_lo_smartphone_si_surriscalda_possibili_cause_e_soluzioni-425284950/; https://www.navigaweb.net/2016/03/app-android-per-test-e-verifica-hardware.html",Not available. No Search Console export or API result was found in the project/reports on 2026-07-15.,MEDIUM,"Important source IDs: 56, 62, 64, 89. Potential overlap: 53 vs 56 vs 64. Current term is corpus/title evidence, not a search-volume claim."
