sourceNumber,locale,published_url,topic_cluster,current_title,current_H1,current_meta_title,current_description,current_primary_term,recommended_primary_term,secondary_terms,search_intent,verdict,suggested_meta_title,suggested_meta_description,suggested_H1,suggested_intro_change,suggested_H2_changes,evidence,confidence,manual_review_required
48,nb-NO,https://runcheckapp.com/nb/artikler/lading/telefonen-lader-ikke-slik-finner-du-arsaken/,Puhelin ei lataudu,Telefonen lader ikke: slik finner du årsaken,Telefonen lader ikke: slik finner du årsaken,,"Metabeskrivelse: En praktisk sjekkliste for ladeproblemer på Android, med stikkontakt, lader, kabel, USB-C-port, fuktighetsvarsler, helt tomme batterier, programvarefeil og tegn på at telefonen trenger reparasjon.",telefonen lader ikke,telefonen lader ikke,lading; batteri; maskinvare,Problem-solving: diagnose a charging failure,MINOR,KEEP,KEEP,KEEP,KEEP,KEEP,"Grammar: no confirmed error. Regional variety: no confirmed error. Technical meaning: no confirmed error. Primary term matches the locale profile and sampled official/SERP vocabulary. listSummary is a tag list and should be rewritten manually. No GSC data. Query: Norge Android ""batterihelse"" ""telefonen lader ikke"" ""batteriet tømmes raskt"" (nb-NO/Norway, 2026-07-15). Official Pixel UI uses Batteritilstand, while the editorial profile and general prose use batterihelse. https://support.google.com/pixelphone/answer/15738128?hl=no; https://www.samsung.com/no/support/mobile-devices/how-to-check-the-battery-status-on-your-samsung-galaxy-phone/",MEDIUM,TRUE
48,da-DK,https://runcheckapp.com/da/artikler/opladning/telefonen-vil-ikke-lade-op-sadan-finder-du-opladningsfejlen/,Puhelin ei lataudu,Telefonen vil ikke lade op: sådan finder du opladningsfejlen,Telefonen vil ikke lade op: sådan finder du opladningsfejlen,,"Metabeskrivelse: En praktisk tjekliste til Android-opladning, der dækker stikkontakt, oplader, kabel, USB-C-port, fugtadvarsler, helt afladede batterier, fastlåst software og tegn på behov for reparation.",telefonen vil ikke lade op,telefonen vil ikke lade op,opladning; batteri; hardware,Problem-solving: diagnose a charging failure,MINOR,KEEP,KEEP,KEEP,KEEP,KEEP,"Grammar: no confirmed error. Regional variety: no confirmed error. Technical meaning: no confirmed error. Primary term matches the locale profile and sampled official/SERP vocabulary. listSummary is a tag list and should be rewritten manually. No GSC data. Query: Danmark Android batteritilstand ""telefonen lader ikke"" ""batteriet aflades hurtigt"" (da-DK/Denmark, 2026-07-15). Official Pixel/Samsung use Batteritilstand and battery-status wording. https://support.google.com/pixelphone/answer/15738128?hl=da; https://www.samsung.com/dk/support/mobile-devices/how-to-check-the-battery-status-on-your-samsung-galaxy-phone/",MEDIUM,TRUE
48,de-DE,https://runcheckapp.com/de/artikel/laden/smartphone-ladt-nicht-so-findest-du-die-ursache/,Puhelin ei lataudu,Smartphone lädt nicht: So findest du die Ursache,Smartphone lädt nicht: So findest du die Ursache,,"Meta-Beschreibung: Eine praktische Android-Checkliste für Ladeprobleme, von Steckdose, Ladegerät, Kabel und USB-C-Anschluss bis zu Feuchtigkeitswarnungen, tiefentladenen Akkus, Softwareabstürzen und Reparaturhinweisen.",Smartphone lädt nicht,Smartphone lädt nicht,laden; akku; hardware,Problem-solving: diagnose a charging failure,MINOR,KEEP,KEEP,KEEP,KEEP,KEEP,"Grammar: no confirmed error. Regional variety: no confirmed error. Technical meaning: no confirmed error. Primary term matches the locale profile and sampled official/SERP vocabulary. listSummary is a tag list and should be rewritten manually. No GSC data. Query: Deutschland Android Akkuzustand ""Smartphone lädt nicht"" ""Akku entlädt sich schnell"" (de-DE/Germany, 2026-07-15). Official Pixel/Samsung titles use Akkuzustand, Smartphone lädt nicht and Akku entlädt sich schneller. https://support.google.com/pixelphone/answer/15738128?hl=de; https://www.samsung.com/de/support/mobile-devices/so-uberprufst-du-den-akkustatus-deines-samsung-galaxy-smartphones/",MEDIUM,TRUE
48,fr-FR,https://runcheckapp.com/fr/articles/recharge/le-telephone-ne-se-recharge-pas-comment-diagnostiquer-le-probleme/,Puhelin ei lataudu,Le téléphone ne se recharge pas : comment diagnostiquer le problème,Le téléphone ne se recharge pas : comment diagnostiquer le problème,,"Meta description : Une méthode pratique pour diagnostiquer un problème de recharge Android, de la prise murale au chargeur, au câble et au port USB-C, sans oublier l'humidité, une batterie entièrement vide, un blocage logiciel et les signes qui imposent une réparation.",téléphone qui ne se recharge pas,téléphone qui ne se recharge pas,recharge; batterie; materiel,Problem-solving: diagnose a charging failure,MINOR,KEEP,KEEP,KEEP,KEEP,KEEP,"Grammar: no confirmed error. Regional variety: no confirmed error. Technical meaning: no confirmed error. Primary term matches the locale profile and sampled official/SERP vocabulary. listSummary is a tag list and should be rewritten manually. No GSC data. Query: France Android ""état de la batterie"" ""téléphone ne charge pas"" ""batterie se décharge vite"" (fr-FR/France, 2026-07-15). Official Pixel/Samsung use état de la batterie and se décharge rapidement. https://support.google.com/pixelphone/answer/15738128?hl=fr; https://www.samsung.com/fr/support/mobile-devices/how-to-check-repair-or-replace-a-samsung-galaxy-device-battery/",MEDIUM,TRUE
48,es-ES,https://runcheckapp.com/es/articulos/carga/el-movil-no-carga-como-diagnosticar-problemas-de-carga/,Puhelin ei lataudu,El móvil no carga: cómo diagnosticar problemas de carga,El móvil no carga: cómo diagnosticar problemas de carga,,"Una lista práctica para diagnosticar problemas de carga en Android, desde el enchufe, el cargador, el cable y el puerto USB-C hasta los avisos de humedad, las baterías agotadas, los bloqueos de software y las señales de avería.",el móvil no carga,el móvil no carga,carga; bateria; hardware,Problem-solving: diagnose a charging failure,MINOR,KEEP,KEEP,KEEP,KEEP,KEEP,"Grammar: no confirmed error. Regional variety: no confirmed error. Technical meaning: no confirmed error. Primary term matches the locale profile and sampled official/SERP vocabulary. listSummary is a tag list and should be rewritten manually. No GSC data. Query: España Android ""estado de la batería"" ""móvil no carga"" ""batería se agota rápido"" (es-ES/Spain, 2026-07-15). Official Pixel/Samsung use estado de la batería, no carga and se agota rápidamente. https://support.google.com/pixelphone/answer/15738128?hl=es; https://www.samsung.com/es/support/mobile-devices/how-to-check-repair-or-replace-a-samsung-galaxy-device-battery/",MEDIUM,TRUE
53,en,https://runcheckapp.com/articles/thermal/how-to-check-phone-temperature-android/,Ylikuumeneminen ja lämpötila,Why your Android phone overheats and how to check its temperature,Why your Android phone overheats and how to check its temperature,,"Learn how to check Android phone temperature, what safe battery temperatures mean, and how Android 17, Pixel diagnostics, Samsung Members, charging, apps, and signal strength affect overheating.",phone overheating and temperature,phone overheating and temperature,temperature; thermal; troubleshooting; hardware,"Problem-solving: explain heat, measure temperature, and cool safely",PASS,KEEP,KEEP,KEEP,KEEP,KEEP,English source baseline. Grammar/region/technical intent are the source of truth for localization. No GSC data was available; no English keyword rewrite proposed.,HIGH,FALSE
53,fi-FI,https://runcheckapp.com/fi/artikkelit/kuumeneminen/miksi-android-puhelin-ylikuumenee-ja-miten-sen-lampotilan-voi-tarkistaa/,Ylikuumeneminen ja lämpötila,Miksi Android-puhelin ylikuumenee ja miten sen lämpötilan voi tarkistaa,Miksi Android-puhelin ylikuumenee ja miten sen lämpötilan voi tarkistaa,Android-puhelin ylikuumenee: syyt ja lämpötilan tarkistus,"Näin tarkistat Android-puhelimen lämpötilan, tulkitset turvallisia akun lämpötiloja ja ymmärrät, miten Android 17, Pixel-diagnostiikka, Samsung Members, lataaminen, sovellukset ja signaalin voimakkuus vaikuttavat ylikuumenemiseen.",ylikuumeneminen; puhelin kuumenee,ylikuumeneminen; puhelin kuumenee,lämpötila; kuumeneminen; vianetsintä; laitteisto,"Problem-solving: explain heat, measure temperature, and cool safely",MINOR,KEEP,KEEP,KEEP,KEEP,KEEP,"Grammar: no confirmed error. Regional variety: no confirmed error. Technical meaning: no confirmed error. Primary term matches the locale profile and sampled official/SERP vocabulary. listSummary is a tag list and should be rewritten manually. No GSC data. Query: Suomi Android puhelin ylikuumenee thermal throttling laitteistotesti diagnostiikkasovellus (fi-FI/Finland, 2026-07-15). Results consistently used kuumenee/ylikuumeneminen; no stable Finnish consumer head term for thermal throttling, so explanation-first wording remains safer. https://fi.androidguias.com/Androidin-ylikuumeneminen%3A-syyt--kuinka-havaita-se-ja-kuinka-j%C3%A4%C3%A4hdytt%C3%A4%C3%A4-se-turvallisesti/",MEDIUM,TRUE
53,sv-SE,https://runcheckapp.com/sv/artiklar/varme/varfor-android-telefonen-blir-overhettad-och-hur-du-kontrollerar-temperaturen/,Ylikuumeneminen ja lämpötila,Varför Android-telefonen blir överhettad och hur du kontrollerar temperaturen,Varför Android-telefonen blir överhettad och hur du kontrollerar temperaturen,,"En Android-telefon kan kännas het av banala skäl, allvarliga skäl eller utan någon tydlig anledning alls. Det viktiga är att förstå vilket värde du tittar på och om det faktiskt säger något användbart.",överhettning; telefonen blir varm,överhettning; telefonen blir varm,temperatur; värme; felsökning; hårdvara,"Problem-solving: explain heat, measure temperature, and cool safely",PASS,KEEP,KEEP,KEEP,KEEP,KEEP,"Grammar: no confirmed error. Regional variety: no confirmed error. Technical meaning: no confirmed error. Primary term matches the locale profile and sampled official/SERP vocabulary. No GSC data. Query: Ruotsi Android telefon överhettas termisk strypning hårdvarutest diagnostikapp (sv-SE/Sweden, 2026-07-15). Results were sparse and partly app-store noise; no volume or dominance claim is made. Official/local corpus terminology supports överhettning and explanation-first termisk strypning.",MEDIUM,FALSE
53,nb-NO,https://runcheckapp.com/nb/artikler/varme/hvorfor-android-telefonen-overopphetes-og-slik-sjekker-du-temperaturen/,Ylikuumeneminen ja lämpötila,"Hvorfor Android-telefonen overopphetes, og slik sjekker du temperaturen","Hvorfor Android-telefonen overopphetes, og slik sjekker du temperaturen",,"En Android-telefon kan føles varm av helt hverdagslige grunner, av alvorlige grunner eller uten noen tydelig grunn. Utfordringen er å vite hvilket tall du ser på, og om tallet faktisk betyr noe.",overoppheting; telefonen blir varm,overoppheting; telefonen blir varm,temperatur; varme; feilsøking; maskinvare,"Problem-solving: explain heat, measure temperature, and cool safely",MINOR,KEEP,KEEP,KEEP,KEEP,KEEP,"Grammar: no confirmed error. Regional variety: no confirmed error. Technical meaning: no confirmed error. Primary term matches the locale profile and sampled official/SERP vocabulary. listSummary is a tag list and should be rewritten manually. No GSC data. Query: Norge Android telefon overopphetes termisk struping maskinvaretest diagnoseapp (nb-NO/Norway, 2026-07-15). Results were sparse/app-store-heavy; no dominance claim. Profile wording remains MEDIUM/LOW for thermal throttling.",MEDIUM,TRUE
53,da-DK,https://runcheckapp.com/da/artikler/varme/hvorfor-din-android-telefon-bliver-overophedet-og-hvordan-du-kontrollerer-temperaturen/,Ylikuumeneminen ja lämpötila,"Hvorfor din Android-telefon bliver overophedet, og hvordan du kontrollerer temperaturen","Hvorfor din Android-telefon bliver overophedet, og hvordan du kontrollerer temperaturen",,"En Android-telefon kan føles varm af helt kedelige grunde, af alvorlige grunde eller uden nogen tydelig grund. Tricket er at vide, hvilket tal du ser på, og om tallet faktisk betyder noget.",overophedning; telefonen bliver varm,overophedning; telefonen bliver varm,temperatur; varme; fejlfinding; hardware,"Problem-solving: explain heat, measure temperature, and cool safely",PASS,KEEP,KEEP,KEEP,KEEP,KEEP,"Grammar: no confirmed error. Regional variety: no confirmed error. Technical meaning: no confirmed error. Primary term matches the locale profile and sampled official/SERP vocabulary. No GSC data. Query: Danmark Android telefon overophedet termisk begrænsning hardwaretest diagnoseapp (da-DK/Denmark, 2026-07-15). Results were sparse; official Pixel uses temperatur/termiske diagnosticeringssignaler, supporting explanation-first terminology. https://support.google.com/pixelphone/answer/15679416?hl=da",MEDIUM,FALSE
53,de-DE,https://runcheckapp.com/de/artikel/temperatur/warum-dein-android-smartphone-uberhitzt-und-wie-du-seine-temperatur-prufst/,Ylikuumeneminen ja lämpötila,Warum dein Android-Smartphone überhitzt und wie du seine Temperatur prüfst,Warum dein Android-Smartphone überhitzt und wie du seine Temperatur prüfst,,"So prüfst du die Temperatur eines Android-Smartphones, ordnest sichere Akkutemperaturen ein und verstehst, wie Android 17, Pixel-Diagnose, Samsung Members, Laden, Apps und Signalstärke Überhitzung beeinflussen.",Überhitzung; Smartphone wird heiß,Überhitzung; Smartphone wird heiß,temperatur; warme; fehlerbehebung; hardware,"Problem-solving: explain heat, measure temperature, and cool safely",MINOR,KEEP,KEEP,KEEP,KEEP,KEEP,"Grammar: no confirmed error. Regional variety: no confirmed error. Technical meaning: no confirmed error. Primary term matches the locale profile and sampled official/SERP vocabulary. listSummary is a tag list and should be rewritten manually. No GSC data. Query: Deutschland Android Smartphone überhitzt thermische Drosselung Hardware testen Diagnose-App (de-DE/Germany, 2026-07-15). Official Pixel uses Überhitzung/thermische Diagnose; the technical term thermische Drosselung remains precise. https://support.google.com/pixelphone/answer/15679416?hl=de",MEDIUM,TRUE
